"CM 12, 02 o 4","04 April 239bc","Sale","","Object:house","Neighbor","","Laba i","1338","Gender:Male","Son:1339"
"CM 12, 02 o 4","04 April 239bc","Sale","","Object:house","Father","","Anu-X","1339","Gender:Male","Father:1338"
"CM 12, 02 o 10, o 12, o 14, o 15","04 April 239bc","Sale","","Object:house","Buyer","","Rihat-Anu","1340","Gender:Male | Profession:arad  kalli","Son:1341"
"CM 12, 02 o 10, r 1","04 April 239bc","Sale","","Object:house","Father","","Laba i","1341","Gender:Male","Father:1340"
"CM 12, 02 o 13","04 April 239bc","Sale","","Object:house","Guarantor","","Mattan-Anu","1342","Gender:Male",""
"CM 12, 02 r 3","04 April 239bc","Sale","","Object:house","Witness","","Rihat-Anu","1343","Witness:1","Son:1344"
"CM 12, 02 r 3","04 April 239bc","Sale","","Object:house","Father","","Anu-uballi ","1344","Gender:Male","Father:1343"
"CM 12, 02 r 4","04 April 239bc","Sale","","Object:house","Witness","","Iqi a","1345","Witness:2","Son:1346"
"CM 12, 02 r 4","04 April 239bc","Sale","","Object:house","Father ","","Anu-ah-iddin","1346","Gender:Male","Father:1345"
"CM 12, 02 r 5","04 April 239bc","Sale","","Object:house","Witness","","Anu-balassu-iqbi","1347","Witness:3","Son:1348"
"CM 12, 02 r 5","04 April 239bc","Sale","","Object:house","Father","","Nanaya-iddin","1348","Gender:Male","Father:1347"
"CM 12, 02 r 6","04 April 239bc","Sale","","Object:house","Witness","","Li ir","1349","Witness:4","Son:1350"
"CM 12, 02 r 6","04 April 239bc","Sale","","Object:house","Father ","","Nidintu-Anu","1350","Gender:Male","Father:1349"
"CM 12, 02 r 7","04 April 239bc","Sale","","Object:house","Witness","","Anu- um-li ir","1351","Witness:5","Son:1352"
"CM 12, 02 r 7","04 April 239bc","Sale","","Object:house","Father","","Anu-zer-iddin","1352","Gender:Male","Witness:1351"
"CM 12, 02 r 8","04 April 239bc","Sale","","Object:house","Witness","","Bala u","1353","Witness:6","Son:1354"
"CM 12, 02 r 8","04 April 239bc","Sale","","Object:house","Father","","Tanittu-Anu","1354","Gender:Male","Father:1353"
"CM 12, 02 r 9","04 April 239bc","Sale","","Object:house","Witness","","Anu-uballi ","1355","Witness:7","Son:1356"
"CM 12, 02 r 9","04 April 239bc","Sale","","Object:house","Father ","","I tar- um-eri ","1356","Gender:Male","Father:1355"
"CM 12, 02 r 10","04 April 239bc","Sale","","Object:house","Witness","","Li ir","1357","Witness:8 ","Son:1358"
"CM 12, 02 r 10","04 April 239bc","Sale","","Object:house","Father ","","Anu-ahhe-iddin","1358","Gender:Male","Father:1357"
"CM 12, 02 r 11","04 April 239bc","Sale","","Object:house","Witness","","I tar-zer-ibni","1359","Witness:9","Son:1360"
"CM 12, 02 r 11","04 April 239bc","Sale","","Object:house","Father ","","Anu-ab-utir","1360","Gender:Male","Father:1359"
"CM 12, 02 r 12","04 April 239bc","Sale","","Object:house","Scribe","","Dumqi-Anu","1361","Gender:Male | Profession: up arru","Son:1362"
"CM 12, 02 r 12","04 April 239bc","Sale","","Object:house","Father ","","Anu-uballi ","1362","Gender:Male","Father:1363"
"CM 12, 03 o 1, o 9, o 12, r 2","26 November 225bc","Quitclaim","","Object:house","Grantor","","Nidintu-Anu","1363","Gender:Male","Son:1364"
"CM 12, 03 o 1, o 12","26 November 225bc","Quitclaim","","Object:house","Father","","Anu-uballi ","1364","Gender:Male","Father:1363"
"CM 12, 03 o 2","26 November 225bc","Quitclaim","","Object:house","Grandfather","","Nidintu-Anu","1365","Gender:Male","Father:1364 | Grandfather:1363 | Son:1366"
"CM 12, 03 o 2","26 November 225bc","Quitclaim","","Object:house","GreatGrandfather","","Tattannu","1366","Gender:Male","Greatgrandfather:1363 | Grandfather:1364 | Father:1365"
"CM 12, 03 o 5","26 November 225bc","Quitclaim","","Object:house","Neighbor","","Anu-uballi ","1367","Gender:Male","Son:1368"
"CM 12, 03 o 5","26 November 225bc","Quitclaim","","Object:house","Father","","Tanittu-Anu","1368","Gender:Male","Father:1367"
"CM 12, 03 o 6, o 8","26 November 225bc","Quitclaim","","Object:house","Neighbor","","Nidintu-Anu","1369","Gender:Male | Profession:gall bu",""
"CM 12, 03 o 10","26 November 225bc","Quitclaim","","Object:house","Previous seller","","Sumuttu-Anu","1370","Gender:Male","Son:1371"
"CM 12, 03 o 10","26 November 225bc","Quitclaim","","Object:house","Father","","Nanaya-iddin","1371","Gender:Male","Father:1370"
"CM 12, 03 o 11, o 15, o 17, r 3","26 November 225bc","Quitclaim","","Object:house","Grantee","","Rihat-Anu","1372","Gender:Male | Profession:ga  a a","Son:1373"
"CM 12, 03 o 11, o 15","26 November 225bc","Quitclaim","","Object:house","Father","","Anu-u ezib","1373","Gender:Male","Father:1372"
"CM 12, 03 r 4","26 November 225bc","Quitclaim","","Object:house","Witness","","Anu-ab-utir","1374","Witness:1","Son:1375"
"CM 12, 03 r 4","26 November 225bc","Quitclaim","","Object:house","Father ","","Anu-balassu-iqbi","1375","Gender:Male","Father:1374"
"CM 12, 03 r 5","26 November 225bc","Quitclaim","","Object:house","Witness","","Tanittu-Anu","1376","Witness:2","Son:1377"
"CM 12, 03 r 5","26 November 225bc","Quitclaim","","Object:house","Father ","","Kidin-Anu","1377","Gender:Male","Father:1376"
"CM 12, 03 r 6","26 November 225bc","Quitclaim","","Object:house","Witness","","Anu-ab-u ur","1378","Witness:3","Son:1379"
"CM 12, 03 r 6","26 November 225bc","Quitclaim","","Object:house","Father ","","Nidintu-Anu","1379","Gender:Male","Father:1378"
"CM 12, 03 r 7","26 November 225bc","Quitclaim","","Object:house","Witness","","Nanaya-iddin","1380","Witness:4","Son:1381"
"CM 12, 03 r 7","26 November 225bc","Quitclaim","","Object:house","Father ","","Mukin-apli","1381","Gender:Male","Father:1380"
"CM 12, 03 r 8","26 November 225bc","Quitclaim","","Object:house","Witness","","Anu-ah-ittannu","1382","Witness:5","Son:1383"
"CM 12, 03 r 8","26 November 225bc","Quitclaim","","Object:house","Father ","","Ana-rabut-Anu","1383","Gender:Male","Father:1382"
"CM 12, 03 r 9","26 November 225bc","Quitclaim","","Object:house","Witness","","Anu-ah-ittannu","1384","Witness:6","Son:1385"
"CM 12, 03 r 9","26 November 225bc","Quitclaim","","Object:house","Father ","","Nidintu-Anu","1385","Gender:Male","Father:1384"
"CM 12, 03 r 10","26 November 225bc","Quitclaim","","Object:house","Witness","","Nanaya-iddin","1386","Witness:7","Son:1387"
"CM 12, 03 r 10","26 November 225bc","Quitclaim","","Object:house","Father ","","Anu-mar-ittannu","1387","Gender:Male","Father:1386"
"CM 12, 03 r 11","26 November 225bc","Quitclaim","","Object:house","Witness","","Ina-qibit-Anu","1388","Witness:8","Son:1389 | Grandson:1390"
"CM 12, 03 r 11","26 November 225bc","Quitclaim","","Object:house","Father ","","Kidin-Anu","1389","Gender:Male","Father:1388 | Son:1390"
"CM 12, 03 r 11","26 November 225bc","Quitclaim","","Object:house","Grandfather ","","Laba i","1390","Gender:Male","Grandfather:1388 | Father:1389"
"CM 12, 03 r 12","26 November 225bc","Quitclaim","","Object:house","Scribe","","I tar- um-eri ","1391","Gender:Male | Profession: up arru","Son:1392"
"CM 12, 03 r 12","26 November 225bc","Quitclaim","","Object:house","Father ","","Anu-eriba","1392","Gender:Male","Father:1391"
"CM 12, 04 o 1, o 13, r 2","17 November 203bc","Sale","","Object:temple storehouse","Seller","","Nidintu- arri","1393","Gender:Male | Profession:itinnu","Son:1394 | Grandson:1395"
"CM 12, 04 o 1, r 2","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Rihat-Anu","1394","Gender:Male","Father:1393 | Son:1395"
"CM 12, 04 o 1","17 November 203bc","Sale","","Object:temple storehouse","Grandfather","","Laba i","1395","Gender:Male","Grandfather:1393 | Father: 1394"
"CM 12, 04 o 7","17 November 203bc","Sale","","Object:temple storehouse","Neighbor","","Kidin-Anu","1396","Gender:Male","Son:1397"
"CM 12, 04 o 7","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Anu-ahhe-iddin","1397","Gender:Male","Father:1396"
"CM 12, 04 o 7","17 November 203bc","Sale","","Object:temple storehouse","Neighbor","","Sumuttu-Anu","1398","Gender:Male","Son:1399 | Grandson:1400"
"CM 12, 04 o 7","17 November 203bc","Sale","","ObjeObject:temple storehousect:temple storehouse","Father ","","Nanaya-iddin","1399","Gender:Male","Father:1398 | Son:1400"
"CM 12, 04 o 8","17 November 203bc","Sale","","Object:temple storehouse","Grandfather","","Nadin","1400","Gender:Male","Grandfather:1398 | Father:1399"
"CM 12, 04 o 11, o 13, o 15, r 2, r 3","17 November 203bc","Sale","","Object:temple storehouse","Buyer","","Nanaya-iddin","1401","Gender:Male","Son:1402"
"CM 12, 04 o 11, o 15, r 3, r 4","17 November 203bc","Sale","","ObjeObject:temple storehousect:temple storehouse","Father","","Anu-ab-utir","1402","Gender:Male","Father:1401"
"CM 12, 04 o 14, r 2","17 November 203bc","Sale","","Object:temple storehouse","Guarantor","","Ubar","1403","Gender:Male","Son:1404 | Grandson:1404"
"CM 12, 04 o 14, r 2","17 November 203bc","Sale","","Object:temple storehouse","Father","","Anu-uballi ","1404","Gender:Male","Father:1403 | Son:1405"
"CM 12, 04 o 14","17 November 203bc","Sale","","Object:temple storehouse","Grandfather","","Ubar","1405","Gender:Male","Grandfather:1403 | Father:1404"
"CM 12, 04 r 5","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Laba i","1406","Witness:1","Son:1407 | Grandson:1408"
"CM 12, 04 r 5","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Anu-bel unu","1407","Gender:Male","Father:1406 | Son:1408"
"CM 12, 04 r 5","17 November 203bc","Sale","","Object:temple storehouse","Grandfather ","","Laba i","1408","Gender:Male","Grandfather:1406 | Father:1497"
"CM 12, 04 r 5","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Anu-ah-ittannu","1409","Witness:2","Son:1410 | Grandson:1411"
"CM 12, 04 r 6","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Nidintu-Anu","1410","Gender:Male","Son:1411 | Father:1409"
"CM 12, 04 r 6","17 November 203bc","Sale","","Object:temple storehouse","Grandfather ","","Anu-bel unu","1411","Gender:Male","Grandfather:1409 | Father:1410"
"CM 12, 04 r 6","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Mukin-apli","1412","Witness:3","Son: 1413"
"CM 12, 04 r 6","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Anu-bel unu","1413","Gender:Male","Father:1412"
"CM 12, 04 r 6","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Nidintu-Anu","1414","Witness:4","Son:1415"
"CM 12, 04 r 7","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Bel unu","1415","Gender:Male","Father:1414"
"CM 12, 04 r 7","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Kidin-Anu","1416","Witness:5","Son:1417"
"CM 12, 04 r 7","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Anu-ahhe-iddin","1417","Gender:Male","Father:1416"
"CM 12, 04 r 8","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Dumqi-Anu","1418","Witness:6","Son:1419"
"CM 12, 04 r 8","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Tattannu","1419","Gender:Male","Father:1418"
"CM 12, 04 r 8","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Sumuttu-Anu","1420","Witness:7","Son:1421 | Grandson:1422"
"CM 12, 04 r 9","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Nanaya-iddin","1421","Gender:Male","Son:1422 | Father:1420"
"CM 12, 04 r 9","17 November 203bc","Sale","","Object:temple storehouse","Grandfather ","","Nadin","1422","Gender:Male","Grandfather:1420 | Father:1421"
"CM 12, 04 r 9","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Kidin-Anu","1423","Witness:8 | Profession:sep r makk r Anu","Son:1424"
"CM 12, 04 r 9","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Arad-Ninurta","1424","Gender:Male","Father:1423"
"CM 12, 04 r 10","17 November 203bc","Sale","","Object:temple storehouse","Witness",""," a-Anu-i  u","1425","Witness:9","Son:1426"
"CM 12, 04 r 10","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Nanaya-iddin","1426","Gender:Male","Father:1425"
"CM 12, 04 r 11","17 November 203bc","Sale","","Object:temple storehouse","Witness","","Nidintu-Anu","1427","Gender:Male","Son:1428"
"CM 12, 04 r 11","17 November 203bc","Sale","","Object:temple storehouse","Father","","Eriba","1428","Gender:Male","Father:1427"
"CM 12, 04 r 12","17 November 203bc","Sale","","Object:temple storehouse","Scribe","","Nidintu-Anu","1429","Gender:Male | Profession: up arru","Son:1430"
"CM 12, 04 r 12","17 November 203bc","Sale","","Object:temple storehouse","Father ","","Anu-bel unu","1430","Gender:Male","Father:1429"
"CM 12, 05 o 1, o 15, r 1","5 October 201bc","Sale","","Object:oil presser prebend","Seller","","Tattannu","1431","Gender:Male","Son:1432 | Father:1441 | Grandson:1433"
"CM 12, 05 o 1, o 16, r 2","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Nanaya-iddin","1432","Gender:Male","Father:1431 | Son:1433"
"CM 12, 05 o 1","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather","","Anu-uballi ","1433","Gender:Male","Grandfather:1431 | Father:1432"
"CM 12, 05 o 9","5 October 201bc","Sale","","Object:oil presser prebend","Co-owner","","Illut-Anu","1434","Gender:Male","Son:1435"
"CM 12, 05 o 10","5 October 201bc","Sale","","Object:oil presser prebend","Father","","Anu-uballi ","1435","Gender:Male","Father:1434"
"CM 12, 05 o 12, o 16, o 19","5 October 201bc","Sale","","Object:oil presser prebend","Buyer","","Antu-banat","1436","Gender:Female","Daughter:1437 | Wife:1439 | Granddaughter:1438"
"CM 12, 05 o 13, o 16, r 5","5 October 201bc","Sale","","Object:oil presser prebend","Father","","Illut-Anu","1437","Gender:Male","Father:1436 | Son:1438"
"CM 12, 05 o 13, r 5","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather","","Ana-rabut-Anu","1438","Gender:Male","Grandfather:1436 | Father:1437"
"CM 12, 05 o 13","5 October 201bc","Sale","","Object:oil presser prebend","Husband","","Illut-Anu","1439","Gender:Male","Husband:1436 | Son:1440"
"CM 12, 05 o 14, r 6","5 October 201bc","Sale","","Object:oil presser prebend","Father","","Anu-uballi ","1440","Gender:Male","Father:1439 | Son:"
"CM 12, 05 o 18, r 2","5 October 201bc","Sale","","Object:oil presser prebend","Guarantor","","Nanaya-iddin","1441","Gender:Male","Son:20028"
"CM 12, 05 r 6","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather","","Rabi-Anu","1442","Gender:Male","Grandfather:1439 | Father:1440 "
"CM 12, 05 r 7","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-balassu-iqbi","1443","Witness:1","Son:1444"
"CM 12, 05 r 7","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Anu-zer-li ir","1444","Gender:Male","Father:1443"
"CM 12, 05 r 8","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Kidin-Anu","1445","Witness:2","Son:1446"
"CM 12, 05 r 8","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Anu-ah-u ab i","1446","Gender:Male","Father:1445"
"CM 12, 05 r 9","5 October 201bc","Sale","","Object:oil presser prebend","Witness",""," ama -ittannu","1447","Witness:3","Son:1448"
"CM 12, 05 r 9","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Anu-ab-u ur","1448","Gender:Male","Father:1447"
"CM 12, 05 r 10","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-ab-u ur","1449","Witness:4","Son:1450"
"CM 12, 05 r 10","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Laba i","1450","Gender:Male","Father:1449"
"CM 12, 05 r 11","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-uballi ","1451","Witness:5","Son:1452"
"CM 12, 05 r 11","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Rihat-I tar","1452","Gender:Male","Father:1451"
"CM 12, 05 r 12","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-ah-ittannu","1453","Witness:6","Son:1454 | Grandson:1455"
"CM 12, 05 r 12","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Ana-rabut-Anu","1454","Gender:Male","Son:1455 | Father:1453"
"CM 12, 05 r 12","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather ","","Kidin-Anu","1455","Gender:Male","Grandfather:1453 | Father:1454"
"CM 12, 05 r 13","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Dumqi-Anu","1456","Witness:7","Son:1457"
"CM 12, 05 r 13","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Tattannu","1457","Gender:Male","Father:1456"
"CM 12, 05 r 14","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-ab-u ur","1458","Witness:8","Son:1459 | Grandson:1460"
"CM 12, 05 r 14","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Anu-uballissu","1459","Gender:Male","Son:1460 | Father:1458"
"CM 12, 05 r 14","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather ","","Anu-mar-ittannu","1460","Gender:Male","Grandfather:1458 | Father:1459"
"CM 12, 05 r 15","5 October 201bc","Sale","","Object:oil presser prebend","Witness",""," a-Anu-i  u","1461","Witness:9","Son:1462"
"CM 12, 05 r 15","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Nanaya-iddin","1462","Gender:Male","Father:1461"
"CM 12, 05 r 16","5 October 201bc","Sale","","Object:oil presser prebend","Witness","","Anu-ah-ittannu","1463","Witness:10","Son:1464 | Grandson:1465"
"CM 12, 05 r 16","5 October 201bc","Sale","","Object:oil presser prebend","Father","","Nidintu-Anu","1464","Gender:Male","Father:1463 | Son:1465"
"CM 12, 05 r 16","5 October 201bc","Sale","","Object:oil presser prebend","Grandfather","","Illut-Anu","1465","Gender:Male","Grandfather:1463 | Father:1464"
"CM 12, 05 r 17","5 October 201bc","Sale","","Object:oil presser prebend","Scribe","","Anu-ahhe-iddin","1466","Gender:Male | Profession: up arru","Son:1467"
"CM 12, 05 r 17","5 October 201bc","Sale","","Object:oil presser prebend","Father ","","Anu-bel unu","1467","Gender:Male","Father:1466"
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20000","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20001","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20002","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20003","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20004","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20005","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20006","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20007","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ekur-zakir","20008","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20009","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Kuri","20010","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20011","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20012","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","Father","","X","20013","Gender:Male","Father:1327"
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Ah'utu","20014","Clan | Gender:Male",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","Father","","X","20015","Gender:Male","Father:1328"
"CM 12, 01 ","","Sale","","Object:half-share in slave","Father","","X","20016","Gender:Male","Father:1329"
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Sin-leqe-unninni","20017","Clan",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Lu tammar-Adad","20018","Gender:Male | Clan:1343",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Hunzu","20019","Gender:Male | Clan:1345",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Lu tammar-Adad","20020","Gender:Male | Clan:1347",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Gimil-Anu","20021","Gender:Male | Clan:1349",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Hunzu","20022","Gender:Male | Clan:1351",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Lu tammar-Adad","20023","Gender:Male | Clan:1353",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Hunzu","20024","Gender:Male | Clan:1355",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Gimil-Anu","20025","Gender:Male | Clan:1357",""
"CM 12, 02 ","04 April 239bc","Sale","","Object:house","","","Lu tammar-Adad","20026","Gender:Male  | Clan:1359",""
"CM 12, 01 ","","Sale","","Object:half-share in slave","","","Sin-leqe-unninni","20027","Clan",""
"CM 12, 01 o 1, o 7, o 10, o 16","","Sale","","Object:half-share in slave","Owner","","Tanittu-Anu","1303","Gender:Male","Father:1302 | Owner:1305"
"CM 12, 05 o 18, r 2","5 October 201bc","Sale","","Object:oil presser prebend","Father","","Tattannu","20028","Gender:Male","Father:1441"
"CM 12, 02 r 10","","","","","","","Gimil-Anu","20033","Clan:1357 | Clan:1358",""
"CM 12, 02 r 10","","","","","","","","20034","",""
"CM 12, 02 r 11","","","","","","","Lu tammar-Adad","20035","Clan:1359 | Clan:1360",""
"CM 12, 02 r 12","","","","","","","Sin-leqi-unninni","20036","Clan:1361 | Clan:1362",""
"CM 12, 02 r 3","","","","","","","Lu tammar-Adad","20037","Clan:1343 | Clan:1344",""
"CM 12, 02 r 4","","","","","","","Hunzu","20038","Clan:1345 | Clan:1346",""
"CM 12, 02 r 5","","","","","","","Lu tammar-Adad","20039","Clan:1347 | Clan:1348",""
"CM 12, 02 r 6","","","","","","","Gimil-Anu","20040","Clan:1349 | Clan:1350",""
"CM 12, 02 r 7","","","","","","","Hunzu","20041","Clan:1351 | Clan:1352",""
"CM 12, 02 r 8","","","","","","","Lu tammar-Adad","20042","Clan:1353 | Clan:1354",""
"CM 12, 02 r 9","","","","","","","Hunzu","20043","Clan:1355 | Clan:1356",""
"CM 12, 03 o 1, o 12","","","","","","","Sin-leqi-unninni","20044","Clan:1363 | Clan:1364 | Clan:1365 | Clan:1366",""
"CM 12, 03 o 10","","","","","","","Kuri","20045","Clan:1370 | Clan:1371",""
"CM 12, 03 r 10","","","","","","","Hunzu","20046","Clan:1386 | Clan:1387",""
"CM 12, 03 r 11","","","","","","","Kuri","20047","Clan:1388 | Clan:1389 | Clan:1390",""
"CM 12, 03 r 12","","","","","","","Kuri","20048","Clan:1391 | Clan:1392",""
"CM 12, 03 r 4","","","","","","","Ah utu","20049","Clan:1374 | Clan:1375",""
"CM 12, 03 r 5","","","","","","","Hunzu","20050","Clan:1376 | Clan:1377",""
